name,area,category,rating,reviews,price_text,price_min,price_max,address,distance_m,hours,website,matched_osm,source_maps
กับข้าว' กับปลา เทอร์มินัล 21 อโศก,อโศก,ไทย,4.1,671,"฿400-1,200",400,1200,ชั้น5 ศูนย์การค้าเทอมินอล21 ซอย อโศก,54,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%27+%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A5%E0%B8%B2+%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%B1%E0%B8%A5+21+%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81/data=!4m7!3m6!1s0x30e29fc213e8f3b3:0xcdf6bafe36ddde13!8m2!3d13.7373662!4d100.560595!16s%2Fg%2F11h5lhh79p!19sChIJs_PoE8Kf4jARE97dNv669s0?authuser=0&hl=th&rclk=1
Thai Thai Boat Noodles Terminal 21 Asok,อโศก,ร้านก๋วยเตี๋ยว,4.5,625,฿200-400,200,400,"เทอร์มินอล, ห้องเลขที่ SH4017 ชั้น 4 เลขที่ 88, 21 ซอย สุขุมวิท 19",81,ปิดเวลา 21:30,,True,https://www.google.com/maps/place/Thai+Thai+Boat+Noodles+Terminal+21+Asok/data=!4m7!3m6!1s0x30e29f6643293ce3:0x267c5372ab441479!8m2!3d13.7379635!4d100.5604058!16s%2Fg%2F11nz3mmzsl!19sChIJ4zwpQ2af4jAReRREq3JTfCY?authuser=0&hl=th&rclk=1
ซันริคุซูชิ,อโศก,อิซาคายะ,4.5,585,"฿400-1,000",400,1000,ซอย สุขุมวิท 19 แยก 2,226,ปิดเวลา 04:00,,False,https://www.google.com/maps/place/%E0%B8%8B%E0%B8%B1%E0%B8%99%E0%B8%A3%E0%B8%B4%E0%B8%84%E0%B8%B8%E0%B8%8B%E0%B8%B9%E0%B8%8A%E0%B8%B4/data=!4m7!3m6!1s0x30e29ee4793fb355:0x339f6c86f3451b92!8m2!3d13.739334!4d100.5600923!16s%2Fg%2F1yg93l9sn!19sChIJVbM_eeSe4jARkhtF84ZsnzM?authuser=0&hl=th&rclk=1
ห้องอาหารญี่ปุ่น คิสโสะ,อโศก,ญี่ปุ่น,4.6,570,"฿1,000+",1000,,259 ซอย สุขุมวิท 19,128,ปิดเวลา 22:30,,False,https://www.google.com/maps/place/%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99+%E0%B8%84%E0%B8%B4%E0%B8%AA%E0%B9%82%E0%B8%AA%E0%B8%B0/data=!4m7!3m6!1s0x30e29ee396e9f93f:0xe3859e79f55864f5!8m2!3d13.7382519!4d100.5594298!16s%2Fg%2F1pp2vgk4w!19sChIJP_npluOe4jAR9WRY9XmeheM?authuser=0&hl=th&rclk=1
Barney’s Burger Joint Sukhumvit 23,อโศก,แฮมเบอร์เกอร์,4.7,569,฿200-400,200,400,14 ซ. สุขุมวิท 23,324,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Barney%E2%80%99s+Burger+Joint+Sukhumvit+23/data=!4m7!3m6!1s0x30e29f000a3c161b:0xb6e1fd3911954c16!8m2!3d13.7379531!4d100.5630219!16s%2Fg%2F11vwxks1f4!19sChIJGxY8CgCf4jARFkyVETn94bY?authuser=0&hl=th&rclk=1
Beer Garden Sukhumvit 19,อโศก,ร้านอาหาร,4.1,568,฿200-400,200,400,33/3 ซอย สุขุมวิท 19,341,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Beer+Garden+Sukhumvit+19/data=!4m7!3m6!1s0x30e29ee4665bd17b:0xd1c6f80879e5e9a0!8m2!3d13.7403641!4d100.5599434!16s%2Fg%2F11h0b0zrw!19sChIJe9FbZuSe4jARoOnleQj4xtE?authuser=0&hl=th&rclk=1
กริลล์ลิเชียส,อโศก,เลบานอน,4,545,"฿200-1,000",200,1000,Terminal 21 ชั้น​ 4 ถ. สุขุมวิท,84,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/%E0%B8%81%E0%B8%A3%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C%E0%B8%A5%E0%B8%B4%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%AA/data=!4m7!3m6!1s0x30e29f8eb94fab87:0xe5098a9eff84eb5b!8m2!3d13.7379508!4d100.5604896!16s%2Fg%2F11mr2w3gvy!19sChIJh6tPuY6f4jARW-uE_56KCeU?authuser=0&hl=th&rclk=1
กากั้น,อโศก,ภัตตาคารหรู,4.5,524,"฿2,000+",2000,,,897,ปิดเวลา 00:00,,False,https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B8%81%E0%B8%B1%E0%B9%89%E0%B8%99/data=!4m7!3m6!1s0x30e29fff71c7f98b:0x82c0f47139958e00!8m2!3d13.7407839!4d100.5675867!16s%2Fg%2F11hdvt6x30!19sChIJi_nHcf-f4jARAI6VOXH0wII?authuser=0&hl=th&rclk=1
ไอ้หยาอร่อย,อโศก,ไทย,4.4,518,฿1-200,1,200,"4, 9 ซ. สุขุมวิท 23",308,เปิดวัน อังคาร เวลา 07:30,,False,https://www.google.com/maps/place/%E0%B9%84%E0%B8%AD%E0%B9%89%E0%B8%AB%E0%B8%A2%E0%B8%B2%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%AD%E0%B8%A2/data=!4m7!3m6!1s0x30e29ee329181d59:0x62e0eaf90bba0599!8m2!3d13.7364109!4d100.5627959!16s%2Fg%2F1hf4tmrmj!19sChIJWR0YKeOe4jARmQW6C_nq4GI?authuser=0&hl=th&rclk=1
ฮินาตะ,อโศก,ร้านอาหาร Kushiage และ Kushikatsu,4.6,459,"฿200-1,000",200,1000,44-26 ถ. สุขุมวิท,654,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/%E0%B8%AE%E0%B8%B4%E0%B8%99%E0%B8%B2%E0%B8%95%E0%B8%B0/data=!4m7!3m6!1s0x30e29f851566ac19:0xbd9556d83781aeb9!8m2!3d13.742683!4d100.562544!16s%2Fg%2F11hz169gz4!19sChIJGaxmFYWf4jARua6BN9hWlb0?authuser=0&hl=th&rclk=1
"Wah Lok, Cantonese Restaurant",อโศก,อาหารจีนกวางตุ้ง,4.4,455,"฿800-2,000",800,2000,"2nd floor, Carlton Hotel Bangkok Sukhumvit 491 Sukhumvit Road Klongtoey Nua",558,ปิดเวลา 22:30,,False,"https://www.google.com/maps/place/Wah+Lok,+Cantonese+Restaurant/data=!4m7!3m6!1s0x30e29ff721e1a577:0xf2b0851006d558cf!8m2!3d13.7346657!4d100.5644982!16s%2Fg%2F11j1fcrctk!19sChIJd6XhIfef4jARz1jVBhCFsPI?authuser=0&hl=th&rclk=1"
Benares Bangkok,อโศก,ร้านอาหารอินเดียสมัยใหม่,4.7,446,"฿1,000+",1000,,"Ground Floor, 15 Sukhumvit Residences, ซ. สุขุมวิท 13",585,ปิดเวลา 23:00,,False,https://www.google.com/maps/place/Benares+Bangkok/data=!4m7!3m6!1s0x30e29f6423ac6817:0x6ab3be720ead955f!8m2!3d13.74209!4d100.5578549!16s%2Fg%2F11j029bcm6!19sChIJF2isI2Sf4jARX5WtDnK-s2o?authuser=0&hl=th&rclk=1
Orchid Cafe,อโศก,บุฟเฟต์,4.4,446,"฿800-1,800",800,1800,250 ถ. สุขุมวิท,110,ปิดเวลา 22:30,,False,https://www.google.com/maps/place/Orchid+Cafe/data=!4m7!3m6!1s0x30e29ee3b81a29b5:0x3d1b02b2746b74d3!8m2!3d13.7374102!4d100.5590841!16s%2Fg%2F1tfpx941!19sChIJtSkauOOe4jAR03RrdLICGz0?authuser=0&hl=th&rclk=1
Madcow burger by Toni Santos asok,อโศก,แฮมเบอร์เกอร์,4.5,419,฿200-400,200,400,39 1 ถ. สุขุมวิท,450,เปิดวัน อังคาร เวลา 10:30,,True,https://www.google.com/maps/place/Madcow+burger+by+Toni+Santos+asok/data=!4m7!3m6!1s0x30e29ee4b5b64b4b:0x6005da85d9f1ea45!8m2!3d13.740241!4d100.5629629!16s%2Fg%2F11f3wrstmx!19sChIJS0u2teSe4jARRerx2YXaBWA?authuser=0&hl=th&rclk=1
นากิยะ อโศก,อโศก,อิซาคายะ,4.4,393,฿400-600,400,600,"Maha NakhonKhwaeng 2Khet 44, ถ. สุขุมวิท",646,ปิดเวลา 00:00,,False,https://www.google.com/maps/place/%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B4%E0%B8%A2%E0%B8%B0+%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81/data=!4m7!3m6!1s0x30e29ee53cb56a75:0xbf484ed7f4d83bcf!8m2!3d13.7427166!4d100.56227!16s%2Fg%2F11c1s9869r!19sChIJdWq1POWe4jARzzvY9NdOSL8?authuser=0&hl=th&rclk=1
Achyut Bhavan Bangkok,อโศก,อาหารอินเดียตอนใต้,4.8,363,฿200-400,200,400,75 ซ. สุขุมวิท 12,625,ปิดเวลา 23:00,,False,https://www.google.com/maps/place/Achyut+Bhavan+Bangkok/data=!4m7!3m6!1s0x30e29f695b7c85d1:0xbc2e8d8740d327c!8m2!3d13.7427305!4d100.5615775!16s%2Fg%2F11yjs3gzgx!19sChIJ0YV8W2mf4jARfDINdNjowgs?authuser=0&hl=th&rclk=1
Nanase Ramen Asok,อโศก,ราเม็ง,4.3,362,฿1-200,1,200,Midway Point MRT Sukhumvit Station (4/4 Klongtoey,163,ปิดเวลา 02:00,,False,https://www.google.com/maps/place/Nanase+Ramen+Asok/data=!4m7!3m6!1s0x30e29ee36e5974c7:0x8d021d634501aced!8m2!3d13.7380624!4d100.5613926!16s%2Fg%2F11f1rr3tc5!19sChIJx3RZbuOe4jAR7awBRWMdAo0?authuser=0&hl=th&rclk=1
Dutch Pancake Café - Asok,อโศก,แพนเค้ก,4.7,357,฿200-400,200,400,No.20 20 ถ. รัชดาภิเษก,367,เปิดวัน อังคาร เวลา 07:00,,False,https://www.google.com/maps/place/Dutch+Pancake+Caf%C3%A9+-+Asok/data=!4m7!3m6!1s0x30e29f1de7935f9f:0x295fabf79a3fe7ce!8m2!3d13.7340036!4d100.560018!16s%2Fg%2F11scnq0c66!19sChIJn1-T5x2f4jARzuc_mverXyk?authuser=0&hl=th&rclk=1
Tenjo Sushi & Yakiniku BBQ Premium Buffet (Terminal 21 Asok),อโศก,ญี่ปุ่น,4,343,฿400-600,400,600,88 ศูนย์การค้าเทอร์มินอล 21 อโศก ห้องเลขที่ 4012 ชั้น 4 ซอย สุขุมวิท 19,58,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Tenjo+Sushi+%26+Yakiniku+BBQ+Premium+Buffet+%28Terminal+21+Asok%29/data=!4m7!3m6!1s0x30e29fbd88ac198f:0x502ee49f0bb3275d!8m2!3d13.737402!4d100.5606297!16s%2Fg%2F11llbkz727!19sChIJjxmsiL2f4jARXSezC5_kLlA?authuser=0&hl=th&rclk=1
SOKOZY - Cafe & Bowls Asoke Bangkok,อโศก,ร้านกาแฟ,4.7,329,฿200-400,200,400,"3, 7 ซอย สุขุมวิท 18",466,เปิดวัน อังคาร เวลา 08:00,,False,https://www.google.com/maps/place/SOKOZY+-+Cafe+%26+Bowls+Asoke+Bangkok/data=!4m7!3m6!1s0x30e29f2e07ee59df:0xdbcb5b5e50282e6a!8m2!3d13.7342868!4d100.5630933!16s%2Fg%2F11kc2d5_dd!19sChIJ31nuBy6f4jARai4oUF5by9s?authuser=0&hl=th&rclk=1
Habib's Kebab Biryani Curry (Halal),อโศก,ฮาลาล,4.6,328,฿200-400,200,400,"Terminal 21, LG030 ซอย สุขุมวิท 19",31,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Habib%27s+Kebab+Biryani+Curry+%28Halal%29/data=!4m7!3m6!1s0x30e29f78e16d75e7:0x467f3a7aab88b942!8m2!3d13.7375782!4d100.5601127!16s%2Fg%2F11sttwkpfm!19sChIJ53Vt4Xif4jARQrmIq3o6f0Y?authuser=0&hl=th&rclk=1
ยากินิกุ ไลค์ เทอร์มินอล21 อโศก,อโศก,อาหารญี่ปุ่นแท้,4.5,321,฿200-400,200,400,"Unit# 4015, 4th Fl, 88 Soi Sukhumvit 19, Sukhumvit Road, Klongtoey",80,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%B8+%E0%B9%84%E0%B8%A5%E0%B8%84%E0%B9%8C+%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%AD%E0%B8%A521+%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81/data=!4m7!3m6!1s0x30e29fb892bc76fd:0x4dadc79cb5958452!8m2!3d13.7379219!4d100.5604662!16s%2Fg%2F11v3wp4tg3!19sChIJ_Xa8krif4jARUoSVtZzHrU0?authuser=0&hl=th&rclk=1
Xoxo Stylish Korean Bar & Restaurant @ Asok,อโศก,ร้านอาหาร,4.6,312,฿200-400,200,400,3rd Floor @ Korean town(Sukhumvit Plaza Sukumvit soi12 ถ. สุขุมวิท,232,ปิดเวลา 04:00,,False,https://www.google.com/maps/place/Xoxo+Stylish+Korean+Bar+%26+Restaurant+@+Asok/data=!4m7!3m6!1s0x30e29f03a57814f5:0x5cb769eaf65d58a6!8m2!3d13.7383501!4d100.5582434!16s%2Fg%2F11h0w9v9pt!19sChIJ9RR4pQOf4jARplhd9uppt1w?authuser=0&hl=th&rclk=1
BAKE BROS (เบค โบรส์) - Terminal 21 Asok,อโศก,ร้านอาหาร,4.4,301,฿200-400,200,400,88 ซอย วัฒนา,61,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/BAKE+BROS+%28%E0%B9%80%E0%B8%9A%E0%B8%84+%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%AA%E0%B9%8C%29+-+Terminal+21+Asok/data=!4m7!3m6!1s0x30e29ee39fa6f36f:0x436f7e7a1d5c028e!8m2!3d13.7376441!4d100.560541!16s%2Fg%2F11c73bbmvz!19sChIJb_Omn-Oe4jARjgJcHXp-b0M?authuser=0&hl=th&rclk=1
Rossini's,อโศก,อิตาลี,4.5,281,"฿2,000+",2000,,250 ถ. สุขุมวิท,110,ปิดเวลา 22:30,,False,https://www.google.com/maps/place/Rossini%27s/data=!4m7!3m6!1s0x30e29ee3b886aa89:0xbeaad131101343f!8m2!3d13.737277!4d100.5590826!16s%2Fg%2F1th194l4!19sChIJiaqGuOOe4jARPzQBEROt6gs?authuser=0&hl=th&rclk=1
Tamaruya Honten Asoke,อโศก,ปิ้งย่างยากินิกุ,4.5,269,"฿400-1,600",400,1600,อาคารฟิโก้ เพลส 18/8 ซอย สุขุมวิท 21,309,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Tamaruya+Honten+Asoke/data=!4m7!3m6!1s0x30e29fc2fdfc99d7:0x774bcc03b701b6de!8m2!3d13.7393681!4d100.5620097!16s%2Fg%2F11qqcgb0x7!19sChIJ15n8_cKf4jAR3rYBtwPMS3c?authuser=0&hl=th&rclk=1
Blue Elephant Bangkok Sukhumvit Thai Heritage Cuisine,อโศก,ไทย,4.8,260,"฿2,000+",2000,,27 ซ. สุขุมวิท 13,871,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Blue+Elephant+Bangkok+Sukhumvit+Thai+Heritage+Cuisine/data=!4m7!3m6!1s0x30e29f97d0c03359:0xeb61db8d623b16d6!8m2!3d13.7448294!4d100.5578789!16s%2Fg%2F11vzf7nd5f!19sChIJWTPA0Jef4jAR1hY7Yo3bYes?authuser=0&hl=th&rclk=1
Shwe Htee Restaurant,อโศก,พม่า,4.6,229,฿1-200,1,200,"Ocean tower 2, สุขุมวิท 21 ซอย 3",642,เปิดวัน อังคาร เวลา 07:30,,False,https://www.google.com/maps/place/Shwe+Htee+Restaurant/data=!4m7!3m6!1s0x30e29fc230b8de57:0xb2f38b66ccd779de!8m2!3d13.7428343!4d100.561795!16s%2Fg%2F11jzs330fc!19sChIJV964MMKf4jAR3nnXzGaL87I?authuser=0&hl=th&rclk=1
Market Café,อโศก,ไทย,4.5,223,"฿600-1,600",600,1600,4th Floor Hyatt Regency 1 ซ. สุขุมวิท 13,445,ปิดเวลา 22:30,,False,https://www.google.com/maps/place/Market+Caf%C3%A9/data=!4m7!3m6!1s0x30e29f3c0a5f4749:0xc00f6d7b5e768cd5!8m2!3d13.7400075!4d100.557065!16s%2Fg%2F11fjzwmzsn!19sChIJSUdfCjyf4jAR1Yx2XnttD8A?authuser=0&hl=th&rclk=1
ผัดไทยพลีส Pad Thai Please - Terminal 21 Asok,อโศก,เลขที่ 88 ห้องเลขที่ SH4017 ชั้น 4 Terminal 21 21 ซอย สุขุมวิท 19เปิดอยู่,4.9,207,฿200-400,200,400,เลขที่ 88 ห้องเลขที่ SH4017 ชั้น 4 Terminal 21 21 ซอย สุขุมวิท 19,47,ปิดเวลา 21:30,,False,https://www.google.com/maps/place/%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B8%9E%E0%B8%A5%E0%B8%B5%E0%B8%AA+Pad+Thai+Please+-+Terminal+21+Asok/data=!4m7!3m6!1s0x30e29f5164f6791f:0x314cbfa965efc2de!8m2!3d13.7373609!4d100.5605321!16s%2Fg%2F11yqvp05r_!19sChIJH3n2ZFGf4jAR3sLvZam_TDE?authuser=0&hl=th&rclk=1
"On The Table, Terminal 21 Asok",อโศก,อาหารอเมริกาทางตะวันตก,4.4,204,฿200-400,200,400,21 ถ. สุขุมวิท,64,ปิดเวลา 22:00,,False,"https://www.google.com/maps/place/On+The+Table,+Terminal+21+Asok/data=!4m7!3m6!1s0x30e29fcbcb7c395f:0x7a3b8c96778406fc!8m2!3d13.7378563!4d100.5602374!16s%2Fg%2F11ssczrz9j!19sChIJXzl8y8uf4jAR_AaEd5aMO3o?authuser=0&hl=th&rclk=1"
Attico,อโศก,อิตาลี,4.5,201,"฿1,000+",1000,,,473,ปิดเวลา 23:00,,False,https://www.google.com/maps/place/Attico/data=!4m7!3m6!1s0x30e29efd37f46c03:0xf6c14dddf282b48!8m2!3d13.735281!4d100.5639496!16s%2Fg%2F11c3vtk0ng!19sChIJA2z0N_2e4jARSCso390UbA8?authuser=0&hl=th&rclk=1
เกาเหลาเลือดหมู สุขุมวิท 23,อโศก,ร้านอาหาร,4.7,172,฿1-200,1,200,18/1 ซ. สุขุมวิท 23,342,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%94%E0%B8%AB%E0%B8%A1%E0%B8%B9+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+23/data=!4m7!3m6!1s0x30e29f04967f75ff:0xc85f0df247757b01!8m2!3d13.7384256!4d100.5630447!16s%2Fg%2F11fsrxt8dc!19sChIJ_3V_lgSf4jARAXt1R_INX8g?authuser=0&hl=th&rclk=1
Gen Japanese Charcoal Grill & Bar,อโศก,ญี่ปุ่น,4.6,170,"฿1,000+",1000,,7 ซ. สุขุมวิท 25,384,ปิดเวลา 23:00,,False,https://www.google.com/maps/place/Gen+Japanese+Charcoal+Grill+%26+Bar/data=!4m7!3m6!1s0x30e29fc230f61603:0x32e1cead97610ad8!8m2!3d13.7360295!4d100.5634054!16s%2Fg%2F11y3rbqyy_!19sChIJAxb2MMKf4jAR2Aphl63O4TI?authuser=0&hl=th&rclk=1
Firepork - Terminal21 Asok,อโศก,ร้านอาหาร,4.8,168,฿200-400,200,400,5th floor Terminal21 Asok 88 ซอย สุขุมวิท 19,138,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/Firepork+-+Terminal21+Asok/data=!4m7!3m6!1s0x30e29fe286ce145b:0x7fe60152cd423071!8m2!3d13.7383316!4d100.5608042!16s%2Fg%2F11x63c19__!19sChIJWxTOhuKf4jARcTBCzVIB5n8?authuser=0&hl=th&rclk=1
แมดโมอา อโศก Mad moa asok,อโศก,อาหารอเมริกาทางตะวันตก,4.8,159,฿400-600,400,600,139 สุขุมวิท 21 ซอย 1,377,ปิดเวลา 22:00,,False,https://www.google.com/maps/place/%E0%B9%81%E0%B8%A1%E0%B8%94%E0%B9%82%E0%B8%A1%E0%B8%AD%E0%B8%B2+%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81+Mad+moa+asok/data=!4m7!3m6!1s0x30e29f9a1e927f81:0x41b4950e4429c4d!8m2!3d13.7403864!4d100.5615505!16s%2Fg%2F11pdf6_lwx!19sChIJgX-SHpqf4jARTZxC5FBJGwQ?authuser=0&hl=th&rclk=1
Padthai Chapaa - Asoke,อโศก,ร้านอาหาร,4.6,131,฿200-400,200,400,39/1 ถ. สุขุมวิท,450,เปิดวัน อังคาร เวลา 11:00,,False,https://www.google.com/maps/place/Padthai+Chapaa+-+Asoke/data=!4m7!3m6!1s0x30e29f17e1f636ab:0xd90d96e0f2ce8c33!8m2!3d13.7402253!4d100.5629776!16s%2Fg%2F11vspkhpvt!19sChIJqzb24Ref4jARM4zO8uCWDdk?authuser=0&hl=th&rclk=1
Hidden Square - Bistro & Rooftop Bar,อโศก,บิสโทร,4.6,105,฿200-400,200,400,44/10 Sukhumvit 21( Asoke Klong-toey,642,ปิดเวลา 00:00,,False,https://www.google.com/maps/place/Hidden+Square+-+Bistro+%26+Rooftop+Bar/data=!4m7!3m6!1s0x30e29f9b1736c5d3:0x7c1a81e712a9617f!8m2!3d13.7425458!4d100.5625725!16s%2Fg%2F11gj1lkj3h!19sChIJ08U2F5uf4jARf2GpEueBGnw?authuser=0&hl=th&rclk=1
Antico Fornaio - Crafted Italian focaccia - Asoke,อโศก,แซนด์วิช,4.9,49,฿200-400,200,400,32/61 Sino-Thai Tower Sukhumvit 21 Rd Khlongtoey,409,เปิดวัน อังคาร เวลา 07:30,,False,https://www.google.com/maps/place/Antico+Fornaio+-+Crafted+Italian+focaccia+-+Asoke/data=!4m7!3m6!1s0x30e29f734553d9c7:0xcd709c8af0ae00f4!8m2!3d13.7401926!4d100.5624412!16s%2Fg%2F11mrkcpcnb!19sChIJx9lTRXOf4jAR9ACu8IqccM0?authuser=0&hl=th&rclk=1
