name,area,category,rating,reviews,price_text,price_min,price_max,address,distance_m,hours,website,matched_osm,source_maps
อิ่มใจ ไทยฟู้ดส์,พร้อมพงษ์,ภัตตาคารอาหารไทย,4.4,862,฿1-200,1,200,"593/5 Sukhumvit Rd., soi33-33/1 Klongton-nua เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",249,วันอังคาร 10:00 to 22:45 · วันพุธ 10:00 to 22:45 · วันพฤหัสบดี 10:00 to 22:45 · วันศุกร์ 10:00 to 22:45 · วันเสาร์ 10:00 to 22:45 · วันอาทิตย์ 10:00 to 22:45 · วันจันทร์ 10:00 to 22:45,https://www.facebook.com/p/%E3%82%A4%E3%83%A0%E3%82%B8%E3%83%A3%E3%82%A4-Imjai-Thaifood-33-100057279016834/,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B9%83%E0%B8%88%20%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B8%9F%E0%B8%B9%E0%B9%89%E0%B8%94%E0%B8%AA%E0%B9%8C&query_place_id=ChIJNRkNDPaf4jARVlxD3thM9Qg
Yellow Lane,อารีย์,ร้านอาหาร,4.5,856,฿200-600,200,600,"2, 92 ซ. พหลโยธิน 5 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย",682,วันอังคาร 7:30 to 22:00 · วันพุธ 7:30 to 22:00 · วันพฤหัสบดี 7:30 to 22:00 · วันศุกร์ 7:30 to 22:00 · วันเสาร์ 7:30 to 22:00 · วันอาทิตย์ 7:30 to 22:00 · วันจันทร์ 7:30 to 22:00,https://www.facebook.com/yellowlaneari,True,https://www.google.com/maps/search/?api=1&query=Yellow%20Lane&query_place_id=ChIJB82DFaaf4jARGv7WC1LFFkw
"Lucca Thonglor – Mediterranean Restaurant, Rooftop & All-Day Brunch",ทองหล่อ,ร้านอาหาร,4.9,825,฿200-600,200,600,"Thonglor, 125/26 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",817,วันอังคาร 7:00 to 23:00 · วันพุธ 7:00 to 23:00 · วันพฤหัสบดี 7:00 to 23:00 · วันศุกร์ 7:00 to 23:00 · วันเสาร์ 7:00 to 23:00 · วันอาทิตย์ 7:00 to 23:00 · วันจันทร์ 7:00 to 23:00,https://lucca.co.th/visit,False,https://www.google.com/maps/search/?api=1&query=Lucca%20Thonglor%20%E2%80%93%20Mediterranean%20Restaurant%2C%20Rooftop%20%26%20All-Day%20Brunch&query_place_id=ChIJbx8TnXKf4jARvOgGrfi8gCQ
EASY! buddy Siam Center,สยาม,ร้านอาหาร,4.7,824,฿200-400,200,400,"Siam Centre, 2nd Floor, 979 ถ. พระรามที่ 1 เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย",129,วันอังคาร 10:00 to 21:15 · วันพุธ 10:00 to 21:15 · วันพฤหัสบดี 10:00 to 21:15 · วันศุกร์ 10:00 to 21:15 · วันเสาร์ 10:00 to 21:15 · วันอาทิตย์ 10:00 to 21:15 · วันจันทร์ 10:00 to 21:15,https://www.instagram.com/easybuddybkk/,False,https://www.google.com/maps/search/?api=1&query=EASY!%20buddy%20Siam%20Center&query_place_id=ChIJ32UB3HKf4jARiuAr1TeJxf8
Cantina Italian Kitchen (Ari),อารีย์,ร้านอาหารอิตาเลียน,4.6,796,"฿600-1,400",600,1400,142 พระรามที่ 6 ซอย 30 แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ไทย,607,วันอังคาร 17:00 to 23:00 · วันพุธ 17:00 to 23:00 · วันพฤหัสบดี 17:00 to 23:00 · วันศุกร์ 17:00 to 23:00 · วันเสาร์ 17:00 to 23:00 · วันอาทิตย์ 17:00 to 23:00 · วันจันทร์ 17:00 to 23:00,http://www.cantinabkk.com/,False,https://www.google.com/maps/search/?api=1&query=Cantina%20Italian%20Kitchen%20(Ari)&query_place_id=ChIJB7NJSKie4jARfoG2zttdIxU
ซูรุอุด้ง ทองหล่อ,พร้อมพงษ์,ร้านอาหาร,4.5,793,฿200-400,200,400,64 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,1219,วันอังคาร 11:00 to 21:00 · วันพุธ 11:00 to 21:00 · วันพฤหัสบดี 11:00 to 21:00 · วันศุกร์ 11:00 to 21:00 · วันเสาร์ 11:00 to 21:00 · วันอาทิตย์ 11:00 to 21:00 · วันจันทร์ 11:00 to 21:00,https://www.tsuruudon.com/,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%8B%E0%B8%B9%E0%B8%A3%E0%B8%B8%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B9%89%E0%B8%87%20%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD&query_place_id=ChIJMVFBNMaf4jAR06nE3QNo-V0
Akira Back,พร้อมพงษ์,ภัตตาคารอาหารญี่ปุ่น,4.7,730,"฿2,000+",2000,,"Bangkok Marriott Marquis Queen’s Park, 199 ซ. สุขุมวิท 22 Klong Ton, เขตคลองเตย กรุงเทพมหานคร 10110 ไทย",456,"วันอังคาร 17:30 to 23:00 · วันพุธ 17:30 to 23:00 · วันพฤหัสบดี 12:00 to 14:30, 17:30 to 23:00 · วันศุกร์ 12:00 to 14:30, 17:30 to 23:00 · วันเสาร์ 12:00 to 14:30, 17:30 to 23:00 · วันอาทิตย์ 12:00 to 14:30, 17:30 to 23:00 · วันจันทร์ 17:30 to 23:00",https://www.akirabackbangkok.com/,False,https://www.google.com/maps/search/?api=1&query=Akira%20Back&query_place_id=ChIJdZ8wAwOf4jARWGdeSBVyS-M
Barney's Burger Joint Ari,อารีย์,ร้านแฮมเบอร์เกอร์,4.8,717,฿200-400,200,400,404 ซ. พหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ไทย,400,วันอังคาร 11:30 to 20:00 · วันพุธ 11:30 to 20:00 · วันพฤหัสบดี 11:30 to 20:00 · วันศุกร์ 11:30 to 20:00 · วันเสาร์ 11:30 to 20:00 · วันอาทิตย์ 11:30 to 20:00 · วันจันทร์ 11:30 to 20:00,https://www.facebook.com/barneysburger2015/,True,https://www.google.com/maps/search/?api=1&query=Barney's%20Burger%20Joint%20Ari&query_place_id=ChIJD7Gs1B2c4jART2PuI5seFus
Fam Time Steak and Pasta @Siam Square,สยาม,ร้านอาหาร,4.5,702,฿200-400,200,400,424 สยามสแควร์ ซอย 7 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,285,วันอังคาร 11:00 to 22:00 · วันพุธ 11:00 to 22:00 · วันพฤหัสบดี 11:00 to 22:00 · วันศุกร์ 11:00 to 22:00 · วันเสาร์ 11:00 to 22:00 · วันอาทิตย์ 11:00 to 22:00 · วันจันทร์ 11:00 to 22:00,https://www.famtimebkk.com/,True,https://www.google.com/maps/search/?api=1&query=Fam%20Time%20Steak%20and%20Pasta%20%40Siam%20Square&query_place_id=ChIJoXesC5Cf4jARPC0LhqxiHYk
Eggtisan by commonroom x ari,อารีย์,ภัตตาคารอาหารเช้า,4.6,688,฿200-400,200,400,"room 106, 33 Rajchakru Ave, ซ. พหลโยธิน 5 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย",311,วันอังคาร 7:00 to 16:00 · วันพุธ 7:00 to 16:00 · วันพฤหัสบดี 7:00 to 16:00 · วันศุกร์ 7:00 to 16:00 · วันเสาร์ 7:00 to 16:00 · วันอาทิตย์ 7:00 to 16:00 · วันจันทร์ 7:00 to 16:00,https://eggtisan.com/,False,https://www.google.com/maps/search/?api=1&query=Eggtisan%20by%20commonroom%20x%20ari&query_place_id=ChIJ_____xuc4jAR9BcrMbnpRag
Thai Thai Boat Noodles Terminal 21 Asok,อโศก,ร้านก๋วยเตี๋ยว,4.5,628,฿200-400,200,400,"เทอร์มินอล, ห้องเลขที่ SH4017 ชั้น 4 เลขที่ 88, 21 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",114,วันอังคาร 11:00 to 21:30 · วันพุธ 11:00 to 21:30 · วันพฤหัสบดี 11:00 to 21:30 · วันศุกร์ 11:00 to 21:30 · วันเสาร์ 11:00 to 21:30 · วันอาทิตย์ 11:00 to 21:30 · วันจันทร์ 11:00 to 21:30,https://www.yuzugroup2018.com/,True,https://www.google.com/maps/search/?api=1&query=Thai%20Thai%20Boat%20Noodles%20Terminal%2021%20Asok&query_place_id=ChIJ4zwpQ2af4jAReRREq3JTfCY
Paper Butter and the Burger,อารีย์,ร้านแฮมเบอร์เกอร์,4.6,601,฿200-400,200,400,51 ซ. พหลโยธิน 5 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย,460,"วันอังคาร 11:00 to 14:00, 17:00 to 22:00 · วันพุธ 11:00 to 14:00, 17:00 to 22:00 · วันพฤหัสบดี 11:00 to 14:00, 17:00 to 22:00 · วันศุกร์ 11:00 to 14:00, 17:00 to 22:00 · วันเสาร์ 11:00 to 22:00 · วันอาทิตย์ ปิดทำการ · วันจันทร์ 11:00 to 14:00, 17:00 to 22:00",http://www.facebook.com/Paperbutter,False,https://www.google.com/maps/search/?api=1&query=Paper%20Butter%20and%20the%20Burger&query_place_id=ChIJ8YZ0PKae4jARN_x09rY742I
Breakfast Story Thonglor,ทองหล่อ,ร้านอาหาร,4.7,586,฿200-400,200,400,154 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,921,วันอังคาร 7:00 to 23:00 · วันพุธ 7:00 to 23:00 · วันพฤหัสบดี 7:00 to 23:00 · วันศุกร์ 7:00 to 23:00 · วันเสาร์ 7:00 to 23:00 · วันอาทิตย์ 7:00 to 23:00 · วันจันทร์ 7:00 to 23:00,https://www.breakfaststorybkk.com/,True,https://www.google.com/maps/search/?api=1&query=Breakfast%20Story%20Thonglor&query_place_id=ChIJa5vc1pSf4jARnkGCYRYBpE8
You&I Premium Suki Buffet Marché Thonglor 2nd Floor,ทองหล่อ,ภัตตาคารอาหารบุฟเฟต์,4.8,583,"฿400-1,000",400,1000,"150 - 150/9, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",1029,วันอังคาร 12:00 to 22:00 · วันพุธ 12:00 to 22:00 · วันพฤหัสบดี 12:00 to 22:00 · วันศุกร์ 12:00 to 22:00 · วันเสาร์ 12:00 to 22:00 · วันอาทิตย์ 12:00 to 22:00 · วันจันทร์ 12:00 to 22:00,https://youandisuki.foodie-delivery.com/#/home,False,https://www.google.com/maps/search/?api=1&query=You%26I%20Premium%20Suki%20Buffet%20March%C3%A9%20Thonglor%202nd%20Floor&query_place_id=ChIJxXLrTF2f4jARQ5rNYsm0jvc
Nimitr,พร้อมพงษ์,ภัตตาคารอาหารเอเชีย,4.9,568,"฿1,000+",1000,,59/1 ซ. สุขุมวิท 39 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,832,วันอังคาร 17:00 to 23:00 · วันพุธ 17:00 to 23:00 · วันพฤหัสบดี 17:00 to 23:00 · วันศุกร์ 17:00 to 23:00 · วันเสาร์ 17:00 to 23:00 · วันอาทิตย์ 17:00 to 23:00 · วันจันทร์ 17:00 to 23:00,https://137pillarshotels.com/en/bangkok/dining/nimitr,False,https://www.google.com/maps/search/?api=1&query=Nimitr&query_place_id=ChIJzXuDJP-e4jARZghe1xJufWU
มีอา แบงค็อก,พร้อมพงษ์,ภัตตาคารอาหารแบบหรูหรา,4.8,539,"฿2,000+",2000,,30 ซอย อรรถกวี 1 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ไทย,1032,"วันอังคาร 17:00 to 21:00 · วันพุธ ปิดทำการ · วันพฤหัสบดี ปิดทำการ · วันศุกร์ 17:00 to 21:00 · วันเสาร์ 12:00 to 14:00, 17:00 to 21:00 · วันอาทิตย์ 12:00 to 14:00, 17:00 to 21:00 · วันจันทร์ 17:00 to 21:00",https://www.miarestaurantbkk.com/,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%A1%E0%B8%B5%E0%B8%AD%E0%B8%B2%20%E0%B9%81%E0%B8%9A%E0%B8%87%E0%B8%84%E0%B9%87%E0%B8%AD%E0%B8%81&query_place_id=ChIJTbzH3iWf4jARdfwR4GLGTZ8
Philippe,พร้อมพงษ์,ภัตตาคารอาหารฝรั่งเศส,4.5,507,"฿2,000+",2000,,"20, 15-17 ซ. สุขุมวิท 39 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",278,"วันอังคาร 11:00 to 14:30, 18:00 to 22:30 · วันพุธ 11:00 to 14:30, 18:00 to 23:30 · วันพฤหัสบดี 11:00 to 14:30, 18:00 to 22:30 · วันศุกร์ 11:00 to 14:30, 18:00 to 22:30 · วันเสาร์ 11:00 to 14:30, 18:00 to 22:30 · วันอาทิตย์ 11:00 to 14:30, 18:00 to 22:30 · วันจันทร์ ปิดทำการ",http://www.philipperestaurant.com/,False,https://www.google.com/maps/search/?api=1&query=Philippe&query_place_id=ChIJq80duOSe4jARnUemw9rNqYQ
MAGURO @Marché Thonglor | Japanese Dining and Bar,ทองหล่อ,ภัตตาคารอาหารญี่ปุ่น,4.6,497,"฿1,000+",1000,,"Floor 2, Zone A, 144/4 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",996,วันอังคาร 10:00 to 22:00 · วันพุธ 10:00 to 22:00 · วันพฤหัสบดี 10:00 to 22:00 · วันศุกร์ 10:00 to 22:00 · วันเสาร์ 10:00 to 22:00 · วันอาทิตย์ 10:00 to 22:00 · วันจันทร์ 10:00 to 22:00,https://www.maguro.co.th/,False,https://www.google.com/maps/search/?api=1&query=MAGURO%20%40March%C3%A9%20Thonglor%20%7C%20Japanese%20Dining%20and%20Bar&query_place_id=ChIJbVBkkCqf4jARaS_Q0DpBRDs
Suha Bites Sushiburrito & Hawaiian BBQ,สยาม,ภัตตาคารอาหารฮาวาย,4.5,480,$$,,,"1780 N Buffalo Dr #106, Las Vegas, NV 89128",13310806,วันอังคาร 11:00 to 22:00 · วันพุธ 11:00 to 22:00 · วันพฤหัสบดี 11:00 to 22:00 · วันศุกร์ 11:00 to 22:00 · วันเสาร์ 11:00 to 22:00 · วันอาทิตย์ 11:00 to 22:00 · วันจันทร์ 11:00 to 22:00,https://www.suhabitesnv.com/,False,https://www.google.com/maps/search/?api=1&query=Suha%20Bites%20Sushiburrito%20%26%20Hawaiian%20BBQ&query_place_id=ChIJIzRdjT3AyIARZGcW8eVrwsE
โอแกนิค คอนเซ็ปต์ O’ganic Concept ARI,อารีย์,ร้านอาหาร,4.9,475,฿200-400,200,400,68/1 ซ. อารีย์สัมพันธ์ 1 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย,619,วันอังคาร 8:00 to 20:00 · วันพุธ 8:00 to 20:00 · วันพฤหัสบดี 8:00 to 20:00 · วันศุกร์ 8:00 to 20:00 · วันเสาร์ 8:00 to 20:00 · วันอาทิตย์ 8:00 to 20:00 · วันจันทร์ 8:00 to 20:00,http://absolute-health.org/about-us/ah-group/health-kitchen,False,https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%AD%E0%B9%81%E0%B8%81%E0%B8%99%E0%B8%B4%E0%B8%84%20%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%9B%E0%B8%95%E0%B9%8C%20O%E2%80%99ganic%20Concept%20ARI&query_place_id=ChIJ21RHAG2f4jARLB-pTpXMXh8
Jarunee,พร้อมพงษ์,ภัตตาคารอาหารไทย,4.3,457,฿1-200,1,200,650 ถ. สุขุมวิท แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ไทย,33,วันอังคาร 7:00 to 1:30 · วันพุธ 7:00 to 1:30 · วันพฤหัสบดี 7:00 to 1:30 · วันศุกร์ 7:00 to 1:30 · วันเสาร์ 7:00 to 1:30 · วันอาทิตย์ 7:00 to 1:30 · วันจันทร์ 7:00 to 1:30,,False,https://www.google.com/maps/search/?api=1&query=Jarunee&query_place_id=ChIJFw33Cuif4jARwa8jZPxwzsE
Gourmet Bar,สยาม,ร้านอาหาร,4.8,418,"฿1-1,000",1,1000,"Fl 1, Novotel Bangkok on Siam Square, 392/44 สยามสแควร์ ซอย 6 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย",180,วันอังคาร 7:00 to 23:00 · วันพุธ 7:00 to 23:00 · วันพฤหัสบดี 7:00 to 23:00 · วันศุกร์ 7:00 to 23:00 · วันเสาร์ 7:00 to 23:00 · วันอาทิตย์ 7:00 to 23:00 · วันจันทร์ 7:00 to 23:00,https://www.novotelbkk.com/bars-restaurants/gourmetbar/?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps,False,https://www.google.com/maps/search/?api=1&query=Gourmet%20Bar&query_place_id=ChIJxWkSAtKe4jARzXhzk2VYrZ4
D'ARK The Strand - Comfort Food & Specialty Coffee,พร้อมพงษ์,ร้านอาหาร,4.4,412,"฿400-1,200",400,1200,36 190 ถ. ทองหล่อ แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,1285,วันอังคาร 7:00 to 22:00 · วันพุธ 7:00 to 22:00 · วันพฤหัสบดี 7:00 to 22:00 · วันศุกร์ 7:00 to 23:00 · วันเสาร์ 7:00 to 23:00 · วันอาทิตย์ 7:00 to 22:00 · วันจันทร์ 7:00 to 22:00,https://www.darkoffee.com/,False,https://www.google.com/maps/search/?api=1&query=D'ARK%20The%20Strand%20-%20Comfort%20Food%20%26%20Specialty%20Coffee&query_place_id=ChIJE9TQHq6f4jARNDXnbExNvQM
Kinroll - Ari | กินโรล - อารีย์,อารีย์,ร้านอาหาร,4.8,397,"฿1,000+",1000,,"Ari, ซอย อารีย์ 4 ฝั่งเหนือ PhayaThai, เขตพญาไท กรุงเทพมหานคร 10400 ไทย",378,วันอังคาร 11:30 to 21:00 · วันพุธ 11:30 to 21:00 · วันพฤหัสบดี 11:30 to 21:00 · วันศุกร์ 11:30 to 21:00 · วันเสาร์ 11:30 to 21:00 · วันอาทิตย์ 11:30 to 21:00 · วันจันทร์ 11:30 to 21:00,https://www.facebook.com/Kinroll.ari,False,https://www.google.com/maps/search/?api=1&query=Kinroll%20-%20Ari%20%7C%20%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B9%82%E0%B8%A3%E0%B8%A5%20-%20%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C&query_place_id=ChIJXV78UEKd4jARC52Rr3NnqBY
Di Vino Bangkok | Italian Restaurant Thonglor,ทองหล่อ,ร้านอาหารอิตาเลียน,4.7,383,"฿800-1,800",800,1800,"Penny’s Balcony, ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",484,"วันอังคาร 12:00 to 14:00, 17:00 to 22:00 · วันพุธ 12:00 to 14:00, 17:00 to 23:00 · วันพฤหัสบดี 12:00 to 14:00, 17:00 to 23:00 · วันศุกร์ 12:00 to 14:00, 17:00 to 23:00 · วันเสาร์ 12:00 to 14:00, 17:00 to 0:00 · วันอาทิตย์ 12:00 to 14:00, 17:00 to 0:00 · วันจันทร์ 12:00 to 14:00, 17:00 to 22:00",https://www.divinobangkok.com/,True,https://www.google.com/maps/search/?api=1&query=Di%20Vino%20Bangkok%20%7C%20Italian%20Restaurant%20Thonglor&query_place_id=ChIJi7QNHVOe4jARgyB05vA6Gk4
TAAN Bangkok - Thai Fine Dining Restaurant,สยาม,ภัตตาคารอาหารไทย,4.6,342,"฿2,000+",2000,,"25th Fl, Siam@Siam Design Hotel Bangkok 865 ถ. พระรามที่ 1 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย",775,วันอังคาร 18:00 to 23:00 · วันพุธ 18:00 to 23:00 · วันพฤหัสบดี 18:00 to 23:00 · วันศุกร์ 18:00 to 23:00 · วันเสาร์ 18:00 to 23:00 · วันอาทิตย์ 18:00 to 23:00 · วันจันทร์ 18:00 to 23:00,http://www.taanbangkok.com/?utm_content_GMB,False,https://www.google.com/maps/search/?api=1&query=TAAN%20Bangkok%20-%20Thai%20Fine%20Dining%20Restaurant&query_place_id=ChIJbV7JakqZ4jARz5eeuH1tuxE
PROUD THAI,สยาม,ภัตตาคารอาหารไทย,4.4,339,,,,"4620 Melrose Ave, Los Angeles, CA 90029",13295733,"วันอังคาร 11:00 to 21:00 · วันพุธ 11:00 to 21:00 · วันพฤหัสบดี 11:00 to 21:00 · วันศุกร์ 11:00 to 21:00, 21:30 to 23:00 · วันเสาร์ 11:00 to 21:00, 21:30 to 23:00 · วันอาทิตย์ 11:00 to 21:00 · วันจันทร์ 11:00 to 21:00",https://proudthaila.com/?utm_source=google,False,https://www.google.com/maps/search/?api=1&query=PROUD%20THAI&query_place_id=ChIJRcO_w6e4woARg8rhY7X6kJY
BABA (बाबा) @Marché Thonglor,ทองหล่อ,ภัตตาคารอาหารอินเดีย,4.8,337,"฿400-1,200",400,1200,"ZONE C / M FLOOR, 150 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",1036,วันอังคาร 11:30 to 22:00 · วันพุธ 11:30 to 22:00 · วันพฤหัสบดี 11:30 to 22:00 · วันศุกร์ 11:30 to 22:00 · วันเสาร์ 11:30 to 22:00 · วันอาทิตย์ 11:30 to 22:00 · วันจันทร์ 11:30 to 22:00,,False,https://www.google.com/maps/search/?api=1&query=BABA%20(%E0%A4%AC%E0%A4%BE%E0%A4%AC%E0%A4%BE)%20%40March%C3%A9%20Thonglor&query_place_id=ChIJifNLs1Of4jAR3H6h56ZMF-E
The Oyster bar x Escape Bangkok,พร้อมพงษ์,ภัตตาคารบาร์หอยนางรม,5,334,"฿1,000-1,200",1000,1200,"5th floor in the middle of Escape Bangkok, Emquartier 689 ถ. สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",72,วันอังคาร 17:00 to 23:45 · วันพุธ 17:00 to 23:45 · วันพฤหัสบดี 17:00 to 23:45 · วันศุกร์ 17:00 to 23:45 · วันเสาร์ 17:00 to 23:45 · วันอาทิตย์ 17:00 to 23:45 · วันจันทร์ 17:00 to 23:45,http://www.theoysterbarx.com/,False,https://www.google.com/maps/search/?api=1&query=The%20Oyster%20bar%20x%20Escape%20Bangkok&query_place_id=ChIJfw_6Quuf4jARRQGh_eV3gRs
Ekkaluck Bangkok,พร้อมพงษ์,ร้านอาหาร,4.9,326,"฿600-1,600",600,1600,22 ซ. สุขุมวิท 53 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,1009,วันอังคาร 6:00 to 22:30 · วันพุธ 6:00 to 22:30 · วันพฤหัสบดี 6:00 to 22:30 · วันศุกร์ 6:00 to 22:30 · วันเสาร์ 6:00 to 22:30 · วันอาทิตย์ 6:00 to 22:30 · วันจันทร์ 6:00 to 22:30,https://www.marriott.com/en-us/hotels/bkkbh-madi-paidi-bangkok-autograph-collection/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108,False,https://www.google.com/maps/search/?api=1&query=Ekkaluck%20Bangkok&query_place_id=ChIJH9mMNFef4jARU_dE8h5Lbjc
Boonlang Thai cuisine,พร้อมพงษ์,ภัตตาคารอาหารไทย,4.6,306,฿200-400,200,400,38/1 ซ สุขุมวิท 36 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ไทย,1452,วันอังคาร 11:00 to 21:00 · วันพุธ 11:00 to 21:00 · วันพฤหัสบดี 11:00 to 21:00 · วันศุกร์ 11:00 to 21:00 · วันเสาร์ 11:00 to 21:00 · วันอาทิตย์ 11:00 to 21:00 · วันจันทร์ ปิดทำการ,,False,https://www.google.com/maps/search/?api=1&query=Boonlang%20Thai%20cuisine&query_place_id=ChIJ-eiNMZKf4jAROST6BJJ0q0o
ต้นโอ๊ก,สยาม,ภัตตาคารอาหารไทย,4.5,305,฿1-200,1,200,432/5 ซอย สยามสแควร์ 9 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,196,วันอังคาร 11:00 to 20:30 · วันพุธ 11:00 to 20:30 · วันพฤหัสบดี 11:00 to 20:30 · วันศุกร์ 11:00 to 20:30 · วันเสาร์ 11:00 to 20:30 · วันอาทิตย์ 11:00 to 20:30 · วันจันทร์ 11:00 to 20:30,https://linktr.ee/tonoakrestaurant,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%95%E0%B9%89%E0%B8%99%E0%B9%82%E0%B8%AD%E0%B9%8A%E0%B8%81&query_place_id=ChIJmRfAQNKe4jARRomB784P5g0
57th Street,พร้อมพงษ์,ร้านอาหาร,4.4,257,"฿800-1,000",800,1000,"2 Sukhumvit Soi 57, Klongtan Nua, เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",1420,วันอังคาร 6:00 to 23:00 · วันพุธ 6:00 to 23:00 · วันพฤหัสบดี 6:00 to 23:00 · วันศุกร์ 6:00 to 23:00 · วันเสาร์ 6:00 to 23:00 · วันอาทิตย์ 6:00 to 23:00 · วันจันทร์ 6:00 to 23:00,https://www.sevenrooms.com/reservations/57thstreetbkkms/goog,False,https://www.google.com/maps/search/?api=1&query=57th%20Street&query_place_id=ChIJWxnLLa-f4jARmuAtdEODDp0
Madcow burger x Under Over Ari,อารีย์,ร้านแฮมเบอร์เกอร์,4.8,244,฿200-400,200,400,"In A-ONE Ari, ซอย อารีย์ 1 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย",18,วันอังคาร 8:30 to 21:30 · วันพุธ 8:30 to 21:30 · วันพฤหัสบดี 8:30 to 21:30 · วันศุกร์ 8:30 to 21:30 · วันเสาร์ 8:30 to 21:30 · วันอาทิตย์ 8:30 to 21:30 · วันจันทร์ 8:30 to 21:30,https://linktr.ee/madcow.ari,True,https://www.google.com/maps/search/?api=1&query=Madcow%20burger%20x%20Under%20Over%20Ari&query_place_id=ChIJtbK7WrOd4jARTFq03G7s99k
The Spice Market,สยาม,ภัตตาคารอาหารไทย,4.6,242,"฿1,000+",1000,,Anantara Siam Bangkok 155 ถ. ราชดำริ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,883,"วันอังคาร 12:00 to 14:30, 18:00 to 22:30 · วันพุธ 12:00 to 14:30, 18:00 to 22:30 · วันพฤหัสบดี 12:00 to 14:30, 18:00 to 22:30 · วันศุกร์ 12:00 to 14:30, 18:00 to 22:30 · วันเสาร์ 12:00 to 14:30, 18:00 to 22:30 · วันอาทิตย์ 18:00 to 22:30 · วันจันทร์ 12:00 to 14:30, 18:00 to 22:30",https://www.spicemarketbangkok.com/?utm_source=GoogleMyBusiness&utm_medium=GMB&utm_term=SpiceMarketBangkok&utm_content=Home&utm_campaign=Google_GMB,False,https://www.google.com/maps/search/?api=1&query=The%20Spice%20Market&query_place_id=ChIJtSqyvNCe4jARZUS_9jBACv8
