name,area,category,rating,reviews,price_text,price_min,price_max,address,distance_m,hours,website,matched_osm,source_maps
Siam Paragon Food Hall,สยาม,ศูนย์อาหาร,4.5,219,฿200-400,200,400,991 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,123,วันอังคาร 10:00 to 22:00 · วันพุธ 10:00 to 22:00 · วันพฤหัสบดี 10:00 to 22:00 · วันศุกร์ 10:00 to 22:00 · วันเสาร์ 10:00 to 22:00 · วันอาทิตย์ 10:00 to 22:00 · วันจันทร์ 10:00 to 22:00,,False,https://www.google.com/maps/search/?api=1&query=Siam%20Paragon%20Food%20Hall&query_place_id=ChIJj6SD4s2e4jARmNQEmV4MK_8
ผัดไทยพลีส Pad Thai Please - Terminal 21 Asok,อโศก,เลขที่ 88 ห้องเลขที่ SH4017 ชั้น 4 Terminal 21 21 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,4.9,207,฿200-400,200,400,เลขที่ 88 ห้องเลขที่ SH4017 ชั้น 4 Terminal 21 21 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,140,วันอังคาร 11:00 to 21:30 · วันพุธ 11:00 to 21:30 · วันพฤหัสบดี 11:00 to 21:30 · วันศุกร์ 11:00 to 21:30 · วันเสาร์ 11:00 to 21:30 · วันอาทิตย์ 11:00 to 21:30 · วันจันทร์ 11:00 to 21:30,,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B8%9E%E0%B8%A5%E0%B8%B5%E0%B8%AA%20Pad%20Thai%20Please%20-%20Terminal%2021%20Asok&query_place_id=ChIJH3n2ZFGf4jAR3sLvZam_TDE
TEN-SHOW Live kitchen,พร้อมพงษ์,ภัตตาคารอาหารญี่ปุ่น,4.8,199,"฿1,000+",1000,,"12Soi Sukhumvit 24, Sukhumvit Rd.,, Khlong Toei 12 ซ.สุขุมวิท 24 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ไทย",169,"วันอังคาร 11:30 to 14:30, 17:30 to 22:00 · วันพุธ 11:30 to 14:30, 17:30 to 22:00 · วันพฤหัสบดี 11:30 to 14:30, 17:30 to 22:00 · วันศุกร์ 11:30 to 14:30, 17:30 to 22:00 · วันเสาร์ 11:30 to 14:30, 17:30 to 22:00 · วันอาทิตย์ 11:30 to 14:30, 17:30 to 22:00 · วันจันทร์ ปิดทำการ",https://deespot.com/featured/ten-show-live-kitchen/,False,https://www.google.com/maps/search/?api=1&query=TEN-SHOW%20Live%20kitchen&query_place_id=ChIJLRVFjHWf4jARYiH1cIDj64o
พาร์มา อารีย์,อารีย์,ร้านอาหารอิตาเลียน,4.7,187,"฿800-2,000",800,2000,2 1 ซ. อารีย์สัมพันธ์ 4 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย,661,"วันอังคาร 12:00 to 16:00, 17:00 to 21:00 · วันพุธ 12:00 to 16:00, 17:00 to 21:00 · วันพฤหัสบดี 12:00 to 16:00, 17:00 to 21:00 · วันศุกร์ 17:00 to 0:00 · วันเสาร์ 17:00 to 0:00 · วันอาทิตย์ 12:00 to 16:00, 17:00 to 21:00 · วันจันทร์ ปิดทำการ",https://www.facebook.com/Parma.Ari,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B2%20%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C&query_place_id=ChIJuxXFDRyf4jAROApXe-uZPCw
HISHOU - Japanese Restaurant,พร้อมพงษ์,ภัตตาคารอาหารญี่ปุ่น,4.2,187,฿600-800,600,800,"1st Floor Hotel Nikko Bangkok 27 Soi Sukhumvit 55 (Thonglor),Sukhumvit Road Klongtan Nua, เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",1170,"วันอังคาร 11:30 to 14:30, 17:30 to 22:30 · วันพุธ 11:30 to 14:30, 17:30 to 22:30 · วันพฤหัสบดี 11:30 to 14:30, 17:30 to 22:30 · วันศุกร์ 11:30 to 14:30, 17:30 to 22:30 · วันเสาร์ 11:30 to 14:30, 17:30 to 22:30 · วันอาทิตย์ 11:30 to 14:30, 17:30 to 22:30 · วันจันทร์ 11:30 to 14:30, 17:30 to 22:30",http://www.nikkobangkok.com/,False,https://www.google.com/maps/search/?api=1&query=HISHOU%20-%20Japanese%20Restaurant&query_place_id=ChIJUZj6J7Cf4jARc3zBNPRV3QM
Firepork - Terminal21 Asok,อโศก,ร้านอาหาร,4.8,168,฿200-400,200,400,5th floor Terminal21 Asok 88 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตทวีวัฒนา กรุงเทพมหานคร 10110 ไทย,64,วันอังคาร 10:00 to 22:00 · วันพุธ 10:00 to 22:00 · วันพฤหัสบดี 10:00 to 22:00 · วันศุกร์ 10:00 to 22:00 · วันเสาร์ 10:00 to 22:00 · วันอาทิตย์ 10:00 to 22:00 · วันจันทร์ 10:00 to 22:00,https://www.instagram.com/firepork_thailand/?hl=en,False,https://www.google.com/maps/search/?api=1&query=Firepork%20-%20Terminal21%20Asok&query_place_id=ChIJWxTOhuKf4jARcTBCzVIB5n8
แมดโมอา อโศก Mad moa asok,อโศก,ร้านอาหารตะวันตก,4.8,159,฿400-600,400,600,139 สุขุมวิท 21 ซอย 1 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,233,"วันอังคาร 11:00 to 14:00, 17:00 to 22:00 · วันพุธ 11:00 to 14:00, 17:00 to 22:00 · วันพฤหัสบดี 11:00 to 14:00, 17:00 to 22:00 · วันศุกร์ 11:00 to 14:00, 17:00 to 22:00 · วันเสาร์ 17:00 to 22:00 · วันอาทิตย์ ปิดทำการ · วันจันทร์ 11:00 to 14:00, 17:00 to 22:00",https://www.facebook.com/MadmoaAsok?mibextid=LQQJ4d,False,https://www.google.com/maps/search/?api=1&query=%E0%B9%81%E0%B8%A1%E0%B8%94%E0%B9%82%E0%B8%A1%E0%B8%AD%E0%B8%B2%20%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81%20Mad%20moa%20asok&query_place_id=ChIJgX-SHpqf4jARTZxC5FBJGwQ
Do Nūa - La Villa Ari,อารีย์,ภัตตาคารอาหารไทย,4.9,155,฿200-400,200,400,"3rd Floor, 356 ถ. พหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ไทย",144,วันอังคาร 11:00 to 22:00 · วันพุธ 11:00 to 21:00 · วันพฤหัสบดี 11:00 to 22:00 · วันศุกร์ 11:00 to 22:00 · วันเสาร์ 11:00 to 22:00 · วันอาทิตย์ 11:00 to 22:00 · วันจันทร์ 11:00 to 22:00,http://www.facebook.com/p/Do-N%C5%ABa-100090583812430,False,https://www.google.com/maps/search/?api=1&query=Do%20N%C5%ABa%20-%20La%20Villa%20Ari&query_place_id=ChIJzSGKcbqd4jARz2juHM1CBWU
The Oasis,พร้อมพงษ์,ภัตตาคารอาหารบุฟเฟต์,4.6,80,"฿1,000+",1000,,27 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,1182,วันอังคาร 5:30 to 10:30 · วันพุธ 5:30 to 10:30 · วันพฤหัสบดี 5:30 to 10:30 · วันศุกร์ 5:30 to 10:30 · วันเสาร์ 6:00 to 10:30 · วันอาทิตย์ 6:00 to 10:30 · วันจันทร์ 5:30 to 10:30,http://www.nikkobangkok.com/,False,https://www.google.com/maps/search/?api=1&query=The%20Oasis&query_place_id=ChIJfcuAau6f4jARfbSLCc2av3I
Khun Ake Mam Ari Pad Thai,อารีย์,ภัตตาคารอาหารไทย,5,55,฿1-200,1,200,"1, 4 ซ. พหลโยธิน 7 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย",176,วันอังคาร 15:00 to 20:00 · วันพุธ 15:00 to 20:00 · วันพฤหัสบดี 15:00 to 20:00 · วันศุกร์ 15:00 to 20:00 · วันเสาร์ ปิดทำการ · วันอาทิตย์ 15:00 to 20:00 · วันจันทร์ 15:00 to 20:00,,False,https://www.google.com/maps/search/?api=1&query=Khun%20Ake%20Mam%20Ari%20Pad%20Thai&query_place_id=ChIJ2RWf5_ad4jARIsr_mSJ0-Wg
Miss Siam Restaurant (ห้องอาหารมิสสยาม),สยาม,ร้านอาหาร,4.7,49,"฿1,000-1,200",1000,1200,400 ถ. พญาไท แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10300 ไทย,486,วันอังคาร 11:30 to 21:30 · วันพุธ 11:30 to 21:30 · วันพฤหัสบดี 11:30 to 21:30 · วันศุกร์ 11:30 to 21:30 · วันเสาร์ 11:30 to 21:30 · วันอาทิตย์ 11:30 to 21:30 · วันจันทร์ 11:30 to 21:30,,True,https://www.google.com/maps/search/?api=1&query=Miss%20Siam%20Restaurant%20(%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A1%E0%B8%B4%E0%B8%AA%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1)&query_place_id=ChIJ3-VagW6f4jARTZSahLdTbfM
Shiki Fusion,สยาม,ร้านอาหาร,4.8,33,,,,"7101 Democracy Blvd #3200, Bethesda, MD 20817",14142345,วันอังคาร 11:30 to 21:30 · วันพุธ 11:30 to 21:30 · วันพฤหัสบดี 11:30 to 21:30 · วันศุกร์ 11:30 to 22:30 · วันเสาร์ 11:30 to 22:30 · วันอาทิตย์ 11:30 to 21:30 · วันจันทร์ 11:30 to 21:30,http://shikifusion.com/,False,https://www.google.com/maps/search/?api=1&query=Shiki%20Fusion&query_place_id=ChIJkQqkiVLNt4kRZCGQJN8WucU
Sitting Corner Ari,อารีย์,ร้านอาหาร,5,23,฿1-200,1,200,19 2 ซอย อารีย์ 1 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย,206,วันอังคาร 10:30 to 15:30 · วันพุธ 10:30 to 15:30 · วันพฤหัสบดี 10:30 to 15:30 · วันศุกร์ 10:30 to 15:30 · วันเสาร์ ปิดทำการ · วันอาทิตย์ ปิดทำการ · วันจันทร์ 10:30 to 15:30,,False,https://www.google.com/maps/search/?api=1&query=Sitting%20Corner%20Ari&query_place_id=ChIJzwlzVgCf4jAR9cQPB4xZOIU
